# tau_n,Omegabh2,p_npdg,p_dpHe3g,Yp,DoH,He3oH,Li7oH
8.795828e+02,2.229111e-02,-4.519510e-01,1.249023e+00,2.470347e-01,2.508847e+00,1.057657e+00,5.405918e+00
8.787760e+02,2.219061e-02,-6.658777e-01,6.876922e-01,2.468245e-01,2.536720e+00,1.054655e+00,5.303902e+00
8.798503e+02,2.223783e-02,4.340098e-01,1.966127e+00,2.470815e-01,2.500925e+00,1.065460e+00,5.478591e+00
8.799643e+02,2.239509e-02,2.518544e-01,-1.547833e+00,2.471608e-01,2.542636e+00,1.030999e+00,5.257024e+00
8.782294e+02,2.230045e-02,-1.404792e+00,-2.653601e-01,2.467577e-01,2.537028e+00,1.043029e+00,5.256717e+00
8.786187e+02,2.235103e-02,1.122678e+00,-4.625214e-01,2.468621e-01,2.525346e+00,1.041414e+00,5.348100e+00
8.794767e+02,2.240051e-02,-9.419458e-02,-1.973683e+00,2.470646e-01,2.546647e+00,1.026807e+00,5.218278e+00
8.792103e+02,2.224377e-02,-1.110931e+00,1.060327e+00,2.469359e-01,2.522265e+00,1.056442e+00,5.348813e+00
8.793899e+02,2.241344e-02,1.188784e+00,-2.703966e-01,2.470489e-01,2.510504e+00,1.041678e+00,5.399555e+00
8.788882e+02,2.235683e-02,6.256756e-01,7.396312e-01,2.469257e-01,2.501683e+00,1.051233e+00,5.443818e+00
8.799276e+02,2.211478e-02,-1.264542e+00,2.359772e+00,2.470318e-01,2.520049e+00,1.071256e+00,5.391993e+00
8.798667e+02,2.251635e-02,1.777183e+00,-3.532437e-01,2.471972e-01,2.492116e+00,1.038490e+00,5.472416e+00
8.794396e+02,2.222489e-02,6.587974e-01,-4.211530e-01,2.469790e-01,2.553824e+00,1.045168e+00,5.267360e+00
8.800763e+02,2.205174e-02,-1.019612e-02,1.186642e-01,2.470308e-01,2.574752e+00,1.053906e+00,5.206532e+00
8.796805e+02,2.214324e-02,1.590219e+00,9.872474e-01,2.469958e-01,2.535165e+00,1.059661e+00,5.381255e+00
8.788844e+02,2.214684e-02,1.592978e-01,-5.667130e-01,2.468278e-01,2.564966e+00,1.045128e+00,5.208677e+00
8.796213e+02,2.230783e-02,-2.808308e-02,-6.309616e-01,2.470555e-01,2.538531e+00,1.040465e+00,5.280461e+00
8.788247e+02,2.225892e-02,-6.603001e-01,1.057189e+00,2.468621e-01,2.516591e+00,1.056092e+00,5.369613e+00
8.799271e+02,2.224948e-02,5.818504e-01,3.786393e-01,2.470929e-01,2.529485e+00,1.051240e+00,5.348746e+00
8.793700e+02,2.239296e-02,4.766030e-01,-2.044728e+00,2.470264e-01,2.551208e+00,1.027130e+00,5.215570e+00
8.792891e+02,2.235098e-02,1.468014e-02,-1.225392e+00,2.469944e-01,2.546009e+00,1.034635e+00,5.249342e+00
8.789914e+02,2.234741e-02,-7.899864e-01,1.501236e+00,2.469398e-01,2.494333e+00,1.057828e+00,5.453218e+00
8.801335e+02,2.236147e-02,1.299299e-01,4.019283e-01,2.471802e-01,2.510564e+00,1.048317e+00,5.396262e+00
8.793073e+02,2.239242e-02,-6.979879e-02,-7.621959e-01,2.470112e-01,2.528881e+00,1.037640e+00,5.300630e+00
8.791430e+02,2.198381e-02,-1.333474e+00,-1.704097e-01,2.468055e-01,2.596591e+00,1.052281e+00,5.105142e+00
8.791887e+02,2.224533e-02,-1.471812e+00,1.323667e-02,2.469261e-01,2.545532e+00,1.047121e+00,5.246797e+00
8.797194e+02,2.197297e-02,5.651534e-01,7.357334e-01,2.469358e-01,2.575338e+00,1.061667e+00,5.233401e+00
8.796193e+02,2.230541e-02,-2.601888e+00,-1.358263e+00,2.470423e-01,2.558823e+00,1.033190e+00,5.138898e+00
8.796476e+02,2.229931e-02,2.054105e-01,-8.409491e-01,2.470484e-01,2.546709e+00,1.039437e+00,5.258783e+00
8.796585e+02,2.245683e-02,-4.780831e-01,2.729558e-01,2.471263e-01,2.496748e+00,1.044499e+00,5.415636e+00
8.806850e+02,2.247815e-02,1.308247e+00,-9.983458e-02,2.473439e-01,2.497939e+00,1.041919e+00,5.453814e+00
8.791562e+02,2.233042e-02,-4.934682e-01,5.718592e-01,2.469653e-01,2.513720e+00,1.050240e+00,5.372670e+00
8.790927e+02,2.222495e-02,6.594842e-01,-1.229507e+00,2.469066e-01,2.564753e+00,1.037899e+00,5.207546e+00
8.789117e+02,2.237277e-02,-3.969138e-01,3.571287e-01,2.469319e-01,2.508100e+00,1.047229e+00,5.381541e+00
8.797696e+02,2.222081e-02,1.137482e-01,1.091584e+00,2.470477e-01,2.518697e+00,1.057617e+00,5.388287e+00
8.800774e+02,2.229979e-02,7.368365e-01,4.868185e-01,2.471457e-01,2.519851e+00,1.050993e+00,5.391318e+00
8.793316e+02,2.244792e-02,-4.625557e-01,1.391117e-01,2.470505e-01,2.498566e+00,1.043436e+00,5.401502e+00
8.788959e+02,2.221633e-02,9.965549e-01,-9.588360e-02,2.468632e-01,2.544097e+00,1.047966e+00,5.302878e+00
8.789053e+02,2.242085e-02,-9.936979e-01,-8.348512e-01,2.469470e-01,2.525898e+00,1.035353e+00,5.288299e+00
8.797904e+02,2.240161e-02,2.945928e-01,-7.199859e-02,2.471318e-01,2.509438e+00,1.043159e+00,5.385888e+00
8.798460e+02,2.215678e-02,9.226397e-01,1.259706e+00,2.470486e-01,2.528601e+00,1.061646e+00,5.386085e+00
8.797259e+02,2.244608e-02,6.600375e-01,-1.190285e-01,2.471323e-01,2.502078e+00,1.041888e+00,5.414279e+00
8.790007e+02,2.240478e-02,1.916445e+00,-8.898040e-01,2.469733e-01,2.522274e+00,1.036990e+00,5.361065e+00
8.795393e+02,2.231529e-02,-7.634393e-01,-4.922471e-01,2.470338e-01,2.540866e+00,1.041342e+00,5.267963e+00
8.794700e+02,2.218565e-02,-1.379149e+00,2.008503e-01,2.469616e-01,2.550059e+00,1.050101e+00,5.242269e+00
8.795312e+02,2.217112e-02,-9.943351e-01,-3.735140e-01,2.469674e-01,2.562115e+00,1.045722e+00,5.200701e+00
8.799229e+02,2.221935e-02,6.604426e-01,4.853033e-01,2.470819e-01,2.532835e+00,1.052647e+00,5.372164e+00
8.795342e+02,2.238139e-02,4.979229e-01,5.228438e-01,2.470658e-01,2.501706e+00,1.048890e+00,5.431124e+00
8.798073e+02,2.215666e-02,1.022567e-01,8.889832e-01,2.470301e-01,2.541429e+00,1.057962e+00,5.327631e+00
8.794405e+02,2.236563e-02,-1.122957e+00,1.423559e+00,2.470359e-01,2.492042e+00,1.056612e+00,5.444078e+00
8.795735e+02,2.211374e-02,7.668673e-01,9.958587e-01,2.469635e-01,2.543222e+00,1.060299e+00,5.333239e+00
8.797788e+02,2.226939e-02,-1.224705e+00,-9.342391e-01,2.470571e-01,2.558113e+00,1.038396e+00,5.197221e+00
8.785257e+02,2.231645e-02,1.158950e+00,-9.035344e-01,2.468323e-01,2.542213e+00,1.038661e+00,5.291772e+00
8.792082e+02,2.266677e-02,2.857438e+00,-7.577148e-02,2.471342e-01,2.458466e+00,1.037968e+00,5.600422e+00
8.791178e+02,2.209340e-02,3.664511e-01,-4.511754e-01,2.468495e-01,2.575587e+00,1.047949e+00,5.189638e+00
8.790167e+02,2.252080e-02,5.831081e-01,-1.138327e+00,2.470119e-01,2.512004e+00,1.031407e+00,5.357557e+00
8.792349e+02,2.232248e-02,-4.928598e-01,-4.416918e-01,2.469772e-01,2.534399e+00,1.041430e+00,5.288171e+00
8.802970e+02,2.236168e-02,-1.810213e+00,-4.745129e-01,2.472029e-01,2.533925e+00,1.039877e+00,5.260808e+00
8.788805e+02,2.231775e-02,-6.027194e-01,-6.718477e-01,2.468973e-01,2.538165e+00,1.039586e+00,5.259982e+00
8.799810e+02,2.236671e-02,-1.092895e+00,-3.157895e-01,2.471467e-01,2.529852e+00,1.041634e+00,5.294125e+00
8.783903e+02,2.227695e-02,-1.447005e+00,1.178451e+00,2.467787e-01,2.512888e+00,1.056317e+00,5.360940e+00
8.791991e+02,2.251811e-02,1.722360e+00,1.992380e-01,2.470598e-01,2.484040e+00,1.043538e+00,5.508490e+00
8.794977e+02,2.223153e-02,2.728625e-01,2.471809e+00,2.469998e-01,2.493958e+00,1.070248e+00,5.510104e+00
8.797517e+02,2.246984e-02,3.796876e-01,1.705082e-01,2.471452e-01,2.495349e+00,1.043799e+00,5.439752e+00
8.798267e+02,2.220334e-02,-3.090224e-01,-2.900658e-01,2.470509e-01,2.552747e+00,1.046088e+00,5.246912e+00
8.798760e+02,2.229096e-02,-1.728711e-01,4.132883e-03,2.470885e-01,2.533019e+00,1.046627e+00,5.314469e+00
8.791908e+02,2.213921e-02,9.645507e-01,2.564920e-01,2.468912e-01,2.552538e+00,1.053248e+00,5.288340e+00
8.791226e+02,2.236825e-02,-3.233712e-02,4.352540e-01,2.469711e-01,2.508348e+00,1.048309e+00,5.394592e+00
8.799148e+02,2.251677e-02,5.306939e-01,2.076711e+00,2.472053e-01,2.449030e+00,1.059668e+00,5.643054e+00
8.792852e+02,2.228840e-02,-1.960043e-01,-8.453205e-01,2.469723e-01,2.545618e+00,1.038983e+00,5.247466e+00
8.786346e+02,2.227047e-02,-3.421529e-01,8.590461e-01,2.468293e-01,2.518017e+00,1.054036e+00,5.374300e+00
8.787200e+02,2.213281e-02,-1.406914e+00,2.077506e-01,2.467805e-01,2.558518e+00,1.051430e+00,5.212354e+00
8.788483e+02,2.226561e-02,-1.977749e+00,-1.571098e+00,2.468569e-01,2.568951e+00,1.032560e+00,5.118929e+00
8.796983e+02,2.206108e-02,-2.615619e-01,7.706988e-01,2.469628e-01,2.559178e+00,1.058754e+00,5.262469e+00
8.794855e+02,2.216307e-02,5.649669e-02,1.267624e+00,2.469680e-01,2.529283e+00,1.061031e+00,5.361163e+00
8.798143e+02,2.233402e-02,-1.286130e+00,-8.571764e-01,2.470956e-01,2.543145e+00,1.037409e+00,5.233874e+00
8.791436e+02,2.249785e-02,-3.447487e-02,-8.933868e-03,2.470297e-01,2.493242e+00,1.041400e+00,5.425069e+00
8.794951e+02,2.272138e-02,5.375256e-02,-1.725354e+00,2.471939e-01,2.487438e+00,1.021307e+00,5.399207e+00
8.797754e+02,2.221201e-02,-2.156008e+00,-1.258806e+00,2.470300e-01,2.576216e+00,1.036845e+00,5.107603e+00
8.792144e+02,2.251530e-02,-9.151247e-01,1.048030e+00,2.470527e-01,2.470963e+00,1.049343e+00,5.502463e+00
8.796741e+02,2.233656e-02,4.072639e-01,-4.664165e-01,2.470721e-01,2.532465e+00,1.041845e+00,5.314555e+00
8.790028e+02,2.227731e-02,3.870587e-01,-1.108803e+00,2.469081e-01,2.557621e+00,1.037873e+00,5.227072e+00
8.791822e+02,2.236489e-02,-1.153675e+00,2.294604e-01,2.469819e-01,2.517417e+00,1.046231e+00,5.337016e+00
8.791710e+02,2.230929e-02,1.584481e-01,-5.224124e-01,2.469597e-01,2.538774e+00,1.041837e+00,5.286818e+00
8.786825e+02,2.231656e-02,1.022407e+00,-4.708217e-01,2.468666e-01,2.530289e+00,1.042113e+00,5.328551e+00
8.796922e+02,2.223875e-02,7.770730e-01,7.393260e-01,2.470368e-01,2.524938e+00,1.054795e+00,5.379804e+00
8.791184e+02,2.209028e-02,-9.528579e-02,-1.161733e+00,2.468484e-01,2.591527e+00,1.041518e+00,5.121612e+00
8.794075e+02,2.206846e-02,-4.679763e-01,-9.053652e-01,2.469007e-01,2.592553e+00,1.044330e+00,5.117478e+00
8.796884e+02,2.239799e-02,-6.293445e-01,1.540800e-01,2.470956e-01,2.510987e+00,1.044989e+00,5.368337e+00
8.796679e+02,2.225849e-02,4.678198e-01,9.694098e-01,2.470442e-01,2.516184e+00,1.055992e+00,5.401386e+00
8.797992e+02,2.221059e-02,1.951040e-01,1.238160e+00,2.470515e-01,2.523609e+00,1.059717e+00,5.389170e+00
8.793409e+02,2.230128e-02,6.294040e-01,-6.650617e-01,2.469901e-01,2.538026e+00,1.040656e+00,5.295036e+00
8.791460e+02,2.241924e-02,1.318738e-01,9.373770e-01,2.469995e-01,2.485367e+00,1.051373e+00,5.476229e+00
8.793522e+02,2.232705e-02,8.187640e-01,-7.841423e-01,2.470004e-01,2.535794e+00,1.039145e+00,5.301268e+00
8.783876e+02,2.220159e-02,9.459253e-02,1.826209e+00,2.467564e-01,2.508878e+00,1.064581e+00,5.435069e+00
8.785317e+02,2.248394e-02,7.846887e-01,-1.133771e+00,2.469014e-01,2.516117e+00,1.032393e+00,5.344586e+00
8.786064e+02,2.253688e-02,8.708228e-01,1.328479e+00,2.469431e-01,2.456621e+00,1.052197e+00,5.596170e+00
8.788017e+02,2.237418e-02,-8.045266e-01,-6.564861e-01,2.469075e-01,2.531447e+00,1.038484e+00,5.278676e+00
8.796399e+02,2.244605e-02,-1.808144e+00,2.013246e+00,2.471130e-01,2.463256e+00,1.059284e+00,5.526481e+00
8.788567e+02,2.248629e-02,1.543493e+00,5.913207e-01,2.469762e-01,2.482876e+00,1.047726e+00,5.516965e+00
8.791731e+02,2.246951e-02,2.566587e-01,-1.016017e+00,2.470229e-01,2.514619e+00,1.033236e+00,5.339272e+00
8.801795e+02,2.239211e-02,-1.714486e+00,-5.222385e-01,2.471924e-01,2.530398e+00,1.038880e+00,5.275001e+00
8.791862e+02,2.238975e-02,-7.138195e-01,7.811812e-01,2.469986e-01,2.501643e+00,1.050472e+00,5.414329e+00
8.798425e+02,2.237795e-02,7.718743e-01,1.052644e+00,2.471263e-01,2.492535e+00,1.053967e+00,5.481866e+00
8.788398e+02,2.213540e-02,-2.796768e-01,-7.071559e-02,2.468184e-01,2.560271e+00,1.049697e+00,5.224925e+00
8.792767e+02,2.240511e-02,-5.120614e-01,4.465828e-02,2.470181e-01,2.509954e+00,1.043738e+00,5.365392e+00
8.788300e+02,2.209663e-02,1.400882e+00,7.583530e-01,2.467969e-01,2.551546e+00,1.058814e+00,5.323116e+00
8.791966e+02,2.218081e-02,-1.047287e+00,1.317984e-01,2.468997e-01,2.551939e+00,1.049896e+00,5.237846e+00
8.799042e+02,2.249553e-02,-7.981534e-01,-1.293505e+00,2.471894e-01,2.520393e+00,1.030017e+00,5.292920e+00
8.783636e+02,2.242603e-02,2.113865e-01,-8.129740e-01,2.468368e-01,2.520490e+00,1.035881e+00,5.330331e+00
8.796607e+02,2.252311e-02,3.904549e-01,2.351199e-01,2.471492e-01,2.483279e+00,1.043138e+00,5.471123e+00
8.795426e+02,2.225925e-02,4.963430e-01,1.215482e+00,2.470210e-01,2.513845e+00,1.058555e+00,5.419633e+00
8.790435e+02,2.212716e-02,9.112380e-01,1.615982e+00,2.468542e-01,2.527122e+00,1.065417e+00,5.399549e+00
8.785324e+02,2.226393e-02,1.985786e-01,7.795294e-01,2.468079e-01,2.517400e+00,1.053727e+00,5.379536e+00
8.794433e+02,2.231530e-02,4.893839e-01,2.872908e-01,2.470190e-01,2.516681e+00,1.048389e+00,5.378254e+00
8.790823e+02,2.231185e-02,-2.592093e-01,7.488139e-01,2.469438e-01,2.513091e+00,1.052226e+00,5.389956e+00
8.795396e+02,2.247005e-02,6.269830e-02,-6.667509e-01,2.470975e-01,2.511268e+00,1.036319e+00,5.359366e+00
8.794131e+02,2.224581e-02,1.075342e-01,-1.532310e-01,2.469803e-01,2.540756e+00,1.046335e+00,5.290112e+00
8.803611e+02,2.235281e-02,2.150981e-01,-8.241307e-01,2.472218e-01,2.533443e+00,1.037859e+00,5.298827e+00
8.792564e+02,2.215171e-02,7.725398e-01,-1.248743e+00,2.469119e-01,2.577126e+00,1.039531e+00,5.177766e+00
8.787859e+02,2.236755e-02,5.551457e-01,3.335490e-01,2.469023e-01,2.506447e+00,1.047436e+00,5.409796e+00
8.795076e+02,2.230047e-02,4.421700e-02,1.855133e-01,2.470260e-01,2.525772e+00,1.048016e+00,5.339783e+00
8.795320e+02,2.218753e-02,-8.091260e-01,6.876525e-01,2.469760e-01,2.541562e+00,1.054873e+00,5.293406e+00
8.802155e+02,2.226463e-02,6.767126e-02,5.461118e-01,2.471498e-01,2.525116e+00,1.052136e+00,5.356380e+00
8.799011e+02,2.227237e-02,-2.801778e-02,2.426443e-01,2.470963e-01,2.529743e+00,1.049019e+00,5.331462e+00
8.796141e+02,2.225948e-02,1.931816e-01,5.566167e-01,2.470311e-01,2.521506e+00,1.051891e+00,5.366487e+00
8.802780e+02,2.256570e-02,2.206525e+00,-4.268310e-02,2.473052e-01,2.475778e+00,1.040366e+00,5.535850e+00
8.786867e+02,2.228523e-02,-5.237728e-01,4.128914e-01,2.468448e-01,2.520590e+00,1.049632e+00,5.340441e+00
8.790161e+02,2.226342e-02,4.222890e-01,-7.261444e-01,2.469030e-01,2.548028e+00,1.041175e+00,5.260010e+00
8.788441e+02,2.198538e-02,1.068462e+00,3.697059e-01,2.467623e-01,2.578702e+00,1.058170e+00,5.222012e+00
8.791661e+02,2.216587e-02,9.800191e-02,6.684177e-01,2.468974e-01,2.540617e+00,1.055484e+00,5.313756e+00
8.785740e+02,2.226054e-02,2.337845e+00,-6.696814e-01,2.468255e-01,2.545086e+00,1.042556e+00,5.320904e+00
8.797811e+02,2.219712e-02,-3.780393e-01,5.183210e-02,2.470334e-01,2.549045e+00,1.049187e+00,5.262830e+00
8.792667e+02,2.250726e-02,3.240892e-01,-6.236025e-01,2.470578e-01,2.504683e+00,1.035984e+00,5.386412e+00
8.785175e+02,2.227526e-02,-7.988057e-01,-5.265067e-01,2.468125e-01,2.545422e+00,1.041787e+00,5.242750e+00
8.787907e+02,2.249327e-02,-3.515247e-01,-1.124929e+00,2.469553e-01,2.517939e+00,1.031739e+00,5.314820e+00
8.795881e+02,2.230926e-02,2.489339e-01,1.265775e+00,2.470499e-01,2.500822e+00,1.057176e+00,5.449577e+00
8.799029e+02,2.230558e-02,8.463041e-01,1.065685e+00,2.471086e-01,2.503544e+00,1.055838e+00,5.451659e+00
8.805980e+02,2.228668e-02,3.190948e-01,5.374339e-01,2.472537e-01,2.520152e+00,1.051442e+00,5.380073e+00
8.811483e+02,2.230057e-02,1.259115e+00,1.972196e+00,2.473741e-01,2.489059e+00,1.064590e+00,5.546423e+00
8.796486e+02,2.255782e-02,-9.496531e-02,-1.892457e-01,2.471588e-01,2.488698e+00,1.038452e+00,5.433764e+00
8.788063e+02,2.195206e-02,-3.321685e-01,3.031762e+00,2.467304e-01,2.534021e+00,1.082027e+00,5.387864e+00
8.781208e+02,2.199977e-02,2.703985e+00,-2.275294e-01,2.466198e-01,2.582724e+00,1.053134e+00,5.233175e+00
8.795606e+02,2.221852e-02,3.942376e-01,2.551934e-01,2.470060e-01,2.537580e+00,1.050667e+00,5.319746e+00
8.789122e+02,2.230218e-02,-7.194815e-01,-3.977779e-01,2.468998e-01,2.540166e+00,1.042423e+00,5.266537e+00
8.791508e+02,2.240352e-02,-6.942638e-01,3.723256e-01,2.469885e-01,2.504923e+00,1.046383e+00,5.390488e+00
8.790327e+02,2.237096e-02,-9.426799e-01,8.356149e-01,2.469498e-01,2.501866e+00,1.051377e+00,5.398517e+00
8.793155e+02,2.224236e-02,9.365694e-01,-1.139164e-01,2.469622e-01,2.537781e+00,1.046984e+00,5.321403e+00
8.800396e+02,2.245286e-02,-3.643773e-01,1.776720e+00,2.472011e-01,2.462968e+00,1.057720e+00,5.559389e+00
8.794942e+02,2.245453e-02,1.273625e-01,2.391493e-01,2.470851e-01,2.495568e+00,1.044587e+00,5.431077e+00
8.793048e+02,2.232761e-02,-6.350867e-02,2.704854e-01,2.469979e-01,2.520114e+00,1.047946e+00,5.356007e+00
8.787786e+02,2.244440e-02,7.314924e-01,-9.089977e-01,2.469328e-01,2.518331e+00,1.035201e+00,5.344719e+00
8.783952e+02,2.234090e-02,-8.467441e-01,4.184991e-01,2.468087e-01,2.513375e+00,1.048102e+00,5.355892e+00
8.791082e+02,2.221578e-02,-1.075572e+00,-1.340272e-01,2.469049e-01,2.550817e+00,1.046539e+00,5.239250e+00
8.793677e+02,2.240467e-02,2.242973e-01,-6.082397e-01,2.470382e-01,2.520799e+00,1.038478e+00,5.338378e+00
8.804608e+02,2.231659e-02,6.009593e-01,-7.764744e-01,2.472339e-01,2.542017e+00,1.039546e+00,5.294434e+00
8.794782e+02,2.230020e-02,3.325323e-01,2.671763e+00,2.470261e-01,2.475155e+00,1.070414e+00,5.569748e+00
8.799896e+02,2.252094e-02,-8.094537e-01,-2.634773e-01,2.472160e-01,2.497497e+00,1.038200e+00,5.390355e+00
8.791004e+02,2.193237e-02,6.774848e-01,-1.456985e+00,2.467852e-01,2.626061e+00,1.043542e+00,5.045238e+00
8.786890e+02,2.208735e-02,-7.438609e-01,-6.982215e-01,2.467594e-01,2.582266e+00,1.045098e+00,5.137390e+00
8.788209e+02,2.212194e-02,-5.215386e-01,-5.156784e-02,2.468037e-01,2.564070e+00,1.049836e+00,5.212121e+00
8.789649e+02,2.224551e-02,-9.439535e-01,5.466670e-01,2.468906e-01,2.529978e+00,1.051601e+00,5.317327e+00
8.806771e+02,2.226181e-02,1.301158e+00,5.547965e-01,2.472535e-01,2.527440e+00,1.053286e+00,5.388325e+00
8.789072e+02,2.207390e-02,6.334215e-01,6.766146e-01,2.468080e-01,2.558152e+00,1.058326e+00,5.283167e+00
8.799031e+02,2.215223e-02,6.049934e-01,-6.448603e-01,2.470425e-01,2.570728e+00,1.045036e+00,5.214324e+00
8.788582e+02,2.217087e-02,1.247211e+00,3.404404e-01,2.468394e-01,2.540567e+00,1.052856e+00,5.329973e+00
8.799589e+02,2.266861e-02,2.812649e+00,-8.760595e-01,2.472849e-01,2.474843e+00,1.031460e+00,5.526508e+00
8.796310e+02,2.257026e-02,-1.709226e+00,-6.196430e-01,2.471561e-01,2.493750e+00,1.033153e+00,5.362623e+00
8.793060e+02,2.223824e-02,-7.383766e-01,-9.177090e-01,2.469536e-01,2.561307e+00,1.039528e+00,5.196664e+00
8.793755e+02,2.224546e-02,-6.161751e-01,-1.188389e+00,2.469704e-01,2.564985e+00,1.037448e+00,5.176734e+00
8.790071e+02,2.212762e-02,-8.508196e-01,1.064209e+00,2.468509e-01,2.545283e+00,1.059622e+00,5.292134e+00
8.796676e+02,2.201378e-02,-1.077583e+00,6.886117e-01,2.469271e-01,2.568579e+00,1.058753e+00,5.206296e+00
8.791270e+02,2.228247e-02,-2.996531e-01,9.766654e-01,2.469400e-01,2.516370e+00,1.055248e+00,5.384623e+00
8.786646e+02,2.215032e-02,-1.216604e+00,3.931307e-02,2.467836e-01,2.559382e+00,1.049673e+00,5.209561e+00
8.786332e+02,2.228727e-02,3.350424e-01,7.768077e-01,2.468423e-01,2.514083e+00,1.053618e+00,5.390317e+00
8.795036e+02,2.205997e-02,5.169832e-02,-1.761289e+00,2.469154e-01,2.610460e+00,1.037533e+00,5.064153e+00
8.803475e+02,2.218570e-02,4.810287e-01,8.630875e-01,2.471529e-01,2.535462e+00,1.057168e+00,5.352599e+00
8.794960e+02,2.232229e-02,5.077285e-01,1.771198e-01,2.470290e-01,2.519511e+00,1.047414e+00,5.371076e+00
8.793288e+02,2.235493e-02,6.030069e-01,6.271096e-01,2.470116e-01,2.505337e+00,1.050641e+00,5.424647e+00
8.795715e+02,2.236262e-02,-3.734089e-01,3.800233e-01,2.470624e-01,2.511437e+00,1.047967e+00,5.376738e+00
8.801836e+02,2.210193e-02,2.121143e+00,-9.870552e-01,2.470840e-01,2.582257e+00,1.044284e+00,5.208917e+00
8.795316e+02,2.242820e-02,2.344311e-01,-1.498040e+00,2.470762e-01,2.535186e+00,1.030643e+00,5.272582e+00
8.791534e+02,2.217997e-02,-1.862485e+00,-7.120542e-01,2.468874e-01,2.571509e+00,1.042218e+00,5.145377e+00
8.800638e+02,2.239493e-02,-1.002376e+00,5.649173e-01,2.471809e-01,2.503624e+00,1.048261e+00,5.395137e+00
8.796573e+02,2.229840e-02,-1.740503e+00,6.900914e-01,2.470516e-01,2.524047e+00,1.051642e+00,5.323771e+00
8.803215e+02,2.209354e-02,1.733463e-02,-1.367942e+00,2.470969e-01,2.596227e+00,1.039972e+00,5.113250e+00
8.795099e+02,2.225257e-02,-1.218052e-01,-9.810994e-01,2.470027e-01,2.559866e+00,1.039250e+00,5.213578e+00
8.786653e+02,2.235480e-02,-4.684257e-01,-7.232357e-01,2.468731e-01,2.536118e+00,1.038466e+00,5.271412e+00
8.785791e+02,2.239194e-02,2.010926e+00,-3.573051e-01,2.468807e-01,2.514528e+00,1.041735e+00,5.405781e+00
8.803906e+02,2.227885e-02,5.489829e-01,-1.362051e+00,2.471979e-01,2.558626e+00,1.035585e+00,5.223246e+00
8.804342e+02,2.252977e-02,7.260984e-01,-1.422052e+00,2.473150e-01,2.511607e+00,1.028667e+00,5.357428e+00
8.792923e+02,2.245113e-02,-9.310735e-01,-8.218353e-01,2.470450e-01,2.516106e+00,1.034609e+00,5.312410e+00
8.791701e+02,2.226150e-02,-9.991449e-01,8.625384e-02,2.469370e-01,2.537146e+00,1.047447e+00,5.280755e+00
8.802769e+02,2.241252e-02,3.680550e-02,-1.180594e+00,2.472323e-01,2.533349e+00,1.033523e+00,5.288428e+00
8.787358e+02,2.259007e-02,1.730071e-01,-1.158035e-01,2.469918e-01,2.475034e+00,1.037846e+00,5.475840e+00
8.788632e+02,2.259407e-02,-1.856312e+00,1.058553e+00,2.470104e-01,2.457845e+00,1.047077e+00,5.513129e+00
8.797860e+02,2.211580e-02,-1.803070e-01,-1.301780e+00,2.469928e-01,2.589834e+00,1.039960e+00,5.120680e+00
8.791632e+02,2.216102e-02,1.407208e-02,-2.064458e-01,2.468944e-01,2.560217e+00,1.048098e+00,5.233257e+00
8.793969e+02,2.252274e-02,-2.151492e-01,1.024757e+00,2.470987e-01,2.468781e+00,1.049406e+00,5.528556e+00
8.793019e+02,2.214126e-02,-8.133904e-01,-4.182684e-01,2.469050e-01,2.569926e+00,1.046340e+00,5.182977e+00
8.796025e+02,2.210162e-02,-5.395352e-01,-5.736697e-01,2.469594e-01,2.580096e+00,1.046194e+00,5.159835e+00
8.802445e+02,2.222707e-02,-1.768592e-01,1.163496e+00,2.471486e-01,2.521826e+00,1.058398e+00,5.383080e+00
8.794544e+02,2.236303e-02,9.080002e-02,-3.062021e-01,2.470372e-01,2.523661e+00,1.042130e+00,5.332438e+00
8.797864e+02,2.228464e-02,6.047916e-01,1.104495e+00,2.470796e-01,2.508848e+00,1.056607e+00,5.433427e+00
8.781699e+02,2.220242e-02,1.080856e+00,4.289654e-01,2.467107e-01,2.534085e+00,1.052802e+00,5.343766e+00
8.793708e+02,2.219887e-02,-2.943477e-01,-3.428447e-01,2.469521e-01,2.552392e+00,1.045610e+00,5.240366e+00
8.788941e+02,2.219315e-02,-4.561562e-01,4.796905e-01,2.468517e-01,2.537668e+00,1.052637e+00,5.298721e+00
8.786687e+02,2.216807e-02,4.376557e-01,3.204495e-01,2.467979e-01,2.545821e+00,1.052608e+00,5.292761e+00
8.788731e+02,2.264224e-02,6.108449e-01,1.020883e+00,2.470406e-01,2.442989e+00,1.046834e+00,5.615655e+00
8.791995e+02,2.234463e-02,-4.342004e-01,-5.483455e-01,2.469722e-01,2.533214e+00,1.040024e+00,5.287653e+00
8.799495e+02,2.243301e-02,7.903935e-01,4.120607e-02,2.471751e-01,2.502546e+00,1.043589e+00,5.429138e+00
8.786042e+02,2.222664e-02,9.795853e-01,-6.151568e-02,2.468050e-01,2.543459e+00,1.048130e+00,5.306674e+00
8.794184e+02,2.227211e-02,1.291686e+00,7.041481e-01,2.469962e-01,2.518895e+00,1.053936e+00,5.401999e+00
8.791095e+02,2.219297e-02,1.778321e+00,-1.025179e+00,2.469041e-01,2.562711e+00,1.040971e+00,5.244665e+00
