# tau_n,Omegabh2,p_npdg,p_dpHe3g,Yp,DoH,He3oH,Li7oH
8.798709e+02,2.228660e-02,6.910626e-01,4.878833e-01,2.470933e-01,2.524361e+00,1.051572e+00,5.377678e+00
8.795634e+02,2.206029e-02,1.435978e+00,5.266980e-01,2.469384e-01,2.560515e+00,1.057855e+00,5.286947e+00
8.789717e+02,2.232027e-02,-4.643804e-01,5.671707e-01,2.469206e-01,2.514556e+00,1.050394e+00,5.368299e+00
8.786099e+02,2.236750e-02,4.851982e-01,-1.932589e+00,2.468639e-01,2.552111e+00,1.028523e+00,5.210966e+00
8.799015e+02,2.226589e-02,-2.396172e-01,-1.361017e+00,2.470929e-01,2.564695e+00,1.035733e+00,5.183908e+00
8.796096e+02,2.205774e-02,3.654873e-01,1.973521e+00,2.469436e-01,2.535108e+00,1.070072e+00,5.377448e+00
8.808296e+02,2.244828e-02,1.565780e+00,-1.047209e+00,2.473592e-01,2.519799e+00,1.034424e+00,5.369564e+00
8.796521e+02,2.235468e-02,5.086595e-01,6.108410e-01,2.470790e-01,2.507915e+00,1.050667e+00,5.419346e+00
8.796326e+02,2.219110e-02,-1.773415e+00,-6.869376e-01,2.469893e-01,2.569188e+00,1.042406e+00,5.153926e+00
8.792998e+02,2.225791e-02,4.539956e-01,7.967274e-02,2.469620e-01,2.532430e+00,1.048025e+00,5.328298e+00
8.798901e+02,2.207490e-02,1.232864e+00,-6.332542e-01,2.470110e-01,2.582986e+00,1.047426e+00,5.193486e+00
8.797751e+02,2.214619e-02,-2.215962e-01,5.615412e-01,2.470052e-01,2.548050e+00,1.055198e+00,5.283715e+00
8.801510e+02,2.221933e-02,9.956348e-01,1.367741e-01,2.471293e-01,2.544009e+00,1.050352e+00,5.323235e+00
8.790872e+02,2.248426e-02,-6.901155e-01,-4.482898e-01,2.470134e-01,2.509122e+00,1.037548e+00,5.356501e+00
8.791388e+02,2.220407e-02,-1.485539e+00,-1.050172e+00,2.469001e-01,2.571475e+00,1.038924e+00,5.140317e+00
8.791125e+02,2.239603e-02,1.411690e-01,2.677742e-01,2.469814e-01,2.503067e+00,1.046012e+00,5.405818e+00
8.798745e+02,2.221925e-02,-1.756477e+00,-1.212719e+00,2.470519e-01,2.574078e+00,1.037253e+00,5.127727e+00
8.802990e+02,2.233719e-02,-2.397710e-01,4.274810e-01,2.472058e-01,2.513197e+00,1.048807e+00,5.381370e+00
8.791247e+02,2.227879e-02,1.286842e+00,2.626485e+00,2.469419e-01,2.477900e+00,1.071015e+00,5.584201e+00
8.791451e+02,2.243096e-02,-1.909763e+00,1.350170e+00,2.470011e-01,2.482008e+00,1.053520e+00,5.454840e+00
8.795884e+02,2.221978e-02,-1.279497e+00,7.183479e-01,2.470055e-01,2.536622e+00,1.054107e+00,5.299345e+00
8.792525e+02,2.206412e-02,-1.032032e+00,-8.560730e-02,2.468588e-01,2.576820e+00,1.050784e+00,5.168793e+00
8.799712e+02,2.209271e-02,-6.331986e-02,-1.938753e+00,2.470256e-01,2.609521e+00,1.035564e+00,5.059524e+00
8.780489e+02,2.222022e-02,-3.657168e-01,-1.322286e+00,2.466854e-01,2.565907e+00,1.036384e+00,5.166804e+00
8.789040e+02,2.211264e-02,1.399136e+00,1.282793e+00,2.468225e-01,2.533768e+00,1.062974e+00,5.380675e+00
8.789306e+02,2.236153e-02,9.543483e-01,-7.897561e-01,2.469298e-01,2.527818e+00,1.038070e+00,5.325534e+00
8.780078e+02,2.223013e-02,4.952729e-01,-6.992521e-01,2.466843e-01,2.555419e+00,1.042202e+00,5.239813e+00
8.788218e+02,2.265619e-02,1.456303e-01,-1.656505e-01,2.470390e-01,2.465859e+00,1.035944e+00,5.498277e+00
8.788509e+02,2.203934e-02,3.932298e-01,-1.062046e+00,2.467731e-01,2.601962e+00,1.044362e+00,5.107887e+00
8.792793e+02,2.233054e-02,-8.619824e-01,-1.226769e+00,2.469906e-01,2.549986e+00,1.034797e+00,5.210979e+00
8.800678e+02,2.213081e-02,8.572104e-01,-5.047407e-02,2.470698e-01,2.565029e+00,1.051105e+00,5.255608e+00
8.792530e+02,2.222599e-02,-1.112044e+00,-8.915295e-01,2.469291e-01,2.562272e+00,1.039802e+00,5.182339e+00
8.787815e+02,2.232121e-02,8.353770e-01,-7.410186e-01,2.468780e-01,2.540149e+00,1.039946e+00,5.294286e+00
8.793658e+02,2.195119e-02,1.186143e+00,-7.811910e-01,2.468486e-01,2.605328e+00,1.049172e+00,5.123371e+00
8.800295e+02,2.233552e-02,2.108646e-01,5.223602e-01,2.471500e-01,2.513338e+00,1.050106e+00,5.396097e+00
8.788144e+02,2.258544e-02,-1.762131e-01,-2.321257e-01,2.470004e-01,2.480073e+00,1.036695e+00,5.452919e+00
8.788537e+02,2.223198e-02,4.003099e-01,-1.785720e-01,2.468590e-01,2.545334e+00,1.046955e+00,5.279580e+00
8.797351e+02,2.233897e-02,-2.861518e+00,5.969459e-01,2.470705e-01,2.517945e+00,1.049017e+00,5.305521e+00
8.792671e+02,2.245374e-02,3.022582e-01,-1.420396e-01,2.470397e-01,2.503159e+00,1.041441e+00,5.400214e+00
8.797885e+02,2.227541e-02,-1.133540e-01,-2.782538e-01,2.470639e-01,2.539188e+00,1.044339e+00,5.285954e+00
8.793918e+02,2.221286e-02,-5.062811e-02,4.704504e-01,2.469615e-01,2.537160e+00,1.052571e+00,5.317787e+00
8.798210e+02,2.195864e-02,7.065325e-01,6.681978e-01,2.469528e-01,2.579155e+00,1.061158e+00,5.228582e+00
8.787790e+02,2.239615e-02,-7.476892e-02,-1.470735e-01,2.469075e-01,2.516193e+00,1.042570e+00,5.354422e+00
8.793927e+02,2.228302e-02,-1.140207e+00,8.060778e-02,2.469864e-01,2.533482e+00,1.046660e+00,5.286858e+00
8.792736e+02,2.214810e-02,-1.414027e-01,-7.817902e-01,2.469026e-01,2.575422e+00,1.043585e+00,5.173987e+00
8.786705e+02,2.231899e-02,6.755548e-02,-8.606830e-01,2.468535e-01,2.539834e+00,1.038101e+00,5.269182e+00
8.784619e+02,2.221245e-02,1.149339e-01,7.691475e-01,2.467742e-01,2.528511e+00,1.055087e+00,5.346532e+00
8.798114e+02,2.222074e-02,1.619194e-01,4.449421e-01,2.470552e-01,2.536607e+00,1.052550e+00,5.322940e+00
8.791894e+02,2.239094e-02,1.039369e+00,4.552984e-01,2.470023e-01,2.498886e+00,1.048267e+00,5.450427e+00
8.787866e+02,2.209924e-02,-1.086035e+00,2.808543e-01,2.467822e-01,2.560821e+00,1.052919e+00,5.213533e+00
8.793423e+02,2.245710e-02,1.757005e-01,4.620328e-02,2.470551e-01,2.502342e+00,1.042945e+00,5.411467e+00
8.800768e+02,2.209035e-02,1.289930e+00,6.964119e-01,2.470637e-01,2.551074e+00,1.058255e+00,5.320810e+00
8.780316e+02,2.220059e-02,-1.734611e+00,9.351088e-01,2.466647e-01,2.530520e+00,1.055767e+00,5.292717e+00
8.785020e+02,2.258844e-02,1.796467e-01,9.112280e-01,2.469424e-01,2.459150e+00,1.047130e+00,5.556246e+00
8.788463e+02,2.246910e-02,-5.853785e-01,-1.007779e-01,2.469559e-01,2.500992e+00,1.040742e+00,5.384600e+00
8.802767e+02,2.231464e-02,-3.707104e-01,1.386993e+00,2.471944e-01,2.501083e+00,1.057867e+00,5.446546e+00
8.795696e+02,2.215892e-02,-9.048075e-01,2.284607e-01,2.469743e-01,2.554551e+00,1.051328e+00,5.243490e+00
8.798604e+02,2.222061e-02,-1.695507e-01,6.323762e-01,2.470676e-01,2.530960e+00,1.053451e+00,5.339081e+00
8.787159e+02,2.231099e-02,1.841256e+00,2.820879e-01,2.468741e-01,2.516147e+00,1.049326e+00,5.412582e+00
8.787283e+02,2.230563e-02,-1.264430e+00,2.470067e-01,2.468625e-01,2.524962e+00,1.047438e+00,5.306427e+00
8.796687e+02,2.228637e-02,-1.169610e+00,-7.357520e-01,2.470536e-01,2.547300e+00,1.039340e+00,5.229604e+00
8.794350e+02,2.229538e-02,-1.301935e+00,7.013508e-01,2.470039e-01,2.519405e+00,1.051916e+00,5.339380e+00
8.797292e+02,2.226784e-02,1.727418e+00,2.845294e+00,2.470640e-01,2.470847e+00,1.073391e+00,5.622347e+00
8.792874e+02,2.208370e-02,-4.623397e-01,-3.747951e-01,2.468837e-01,2.576188e+00,1.048013e+00,5.172787e+00
8.795669e+02,2.222252e-02,-2.563906e-02,7.099472e-02,2.470047e-01,2.540215e+00,1.048640e+00,5.295124e+00
8.794949e+02,2.243719e-02,-4.027829e-01,-4.462053e-01,2.470811e-01,2.512932e+00,1.038660e+00,5.346639e+00
8.798667e+02,2.209475e-02,-9.444229e-01,-4.880199e-01,2.469989e-01,2.581822e+00,1.047130e+00,5.145355e+00
8.798842e+02,2.227157e-02,-2.351506e-01,1.544449e+00,2.470928e-01,2.503933e+00,1.060586e+00,5.436210e+00
8.784281e+02,2.217704e-02,2.458244e+00,-6.729710e-01,2.467537e-01,2.558809e+00,1.044641e+00,5.282725e+00
8.780516e+02,2.231670e-02,1.392071e+00,-4.740805e-01,2.467359e-01,2.532813e+00,1.042514e+00,5.331459e+00
8.800010e+02,2.224171e-02,-8.529378e-01,-1.587493e+00,2.470970e-01,2.575783e+00,1.034031e+00,5.142290e+00
8.801126e+02,2.252161e-02,6.475741e-01,-7.576117e-01,2.472431e-01,2.503349e+00,1.034536e+00,5.400680e+00
8.787876e+02,2.237599e-02,-8.315228e-01,-1.708400e+00,2.469039e-01,2.550817e+00,1.029561e+00,5.192738e+00
8.782841e+02,2.210323e-02,-1.776368e+00,6.318047e-01,2.466839e-01,2.556177e+00,1.055600e+00,5.217572e+00
8.794594e+02,2.240068e-02,1.019511e+00,2.799697e+00,2.470623e-01,2.454468e+00,1.069462e+00,5.658935e+00
8.799585e+02,2.218380e-02,1.160093e+00,-3.666788e-01,2.470628e-01,2.560042e+00,1.047095e+00,5.264888e+00
8.804786e+02,2.221345e-02,1.046052e+00,-1.666758e+00,2.471906e-01,2.579727e+00,1.035311e+00,5.175726e+00
8.797098e+02,2.234707e-02,-4.698652e-01,8.999997e-01,2.470843e-01,2.504048e+00,1.052633e+00,5.412688e+00
8.791770e+02,2.222624e-02,-1.667757e-01,-7.269250e-01,2.469256e-01,2.557530e+00,1.041985e+00,5.218421e+00
8.788641e+02,2.243393e-02,7.497656e-01,1.299347e+00,2.469512e-01,2.474899e+00,1.054432e+00,5.533858e+00
8.794069e+02,2.218382e-02,3.914960e-01,-2.820290e-01,2.469537e-01,2.556273e+00,1.047256e+00,5.249039e+00
8.792204e+02,2.220716e-02,-3.936375e-01,-6.318157e-01,2.469238e-01,2.559630e+00,1.042814e+00,5.216811e+00
8.787910e+02,2.220154e-02,-1.619072e+00,-1.779576e-01,2.468328e-01,2.555667e+00,1.046375e+00,5.206508e+00
8.806293e+02,2.221515e-02,1.138752e-01,7.577768e-01,2.472222e-01,2.531258e+00,1.055247e+00,5.353800e+00
8.804711e+02,2.246488e-02,1.079010e+00,-2.274206e-01,2.472956e-01,2.502680e+00,1.040830e+00,5.433263e+00
8.800816e+02,2.239432e-02,-1.197588e+00,-4.967247e-01,2.471773e-01,2.523236e+00,1.038840e+00,5.302143e+00
8.788475e+02,2.255649e-02,6.387594e-01,-1.988316e-01,2.469942e-01,2.484180e+00,1.038386e+00,5.462023e+00
8.799130e+02,2.264015e-02,3.315417e-01,-1.271855e+00,2.472423e-01,2.492424e+00,1.027268e+00,5.405019e+00
8.797838e+02,2.214539e-02,7.501483e-01,3.970316e-01,2.470235e-01,2.550891e+00,1.054240e+00,5.299395e+00
8.796655e+02,2.231056e-02,8.719755e-01,-1.786727e+00,2.470569e-01,2.559419e+00,1.031299e+00,5.215796e+00
8.801498e+02,2.212357e-02,-6.944652e-01,-4.441215e-01,2.470769e-01,2.575806e+00,1.046933e+00,5.173311e+00
8.797812e+02,2.218336e-02,-1.616959e+00,7.593852e-01,2.470239e-01,2.537749e+00,1.054851e+00,5.282481e+00
8.798440e+02,2.220549e-02,-5.335195e-01,3.030483e-01,2.470569e-01,2.545143e+00,1.051256e+00,5.279142e+00
8.797821e+02,2.214143e-02,8.891273e-01,5.903206e-01,2.470164e-01,2.544090e+00,1.055700e+00,5.327245e+00
8.796045e+02,2.214222e-02,-5.420039e-01,-6.504567e-02,2.469737e-01,2.565399e+00,1.049918e+00,5.213959e+00
8.783298e+02,2.227836e-02,-6.940433e-01,1.169746e+00,2.467671e-01,2.512846e+00,1.056599e+00,5.385911e+00
8.794502e+02,2.211749e-02,-1.821350e+00,9.246992e-01,2.469223e-01,2.547429e+00,1.057639e+00,5.257403e+00
8.790663e+02,2.242632e-02,1.752648e+00,4.461410e-01,2.469962e-01,2.495498e+00,1.047981e+00,5.482393e+00
8.786321e+02,2.216234e-02,8.257136e-01,9.275458e-01,2.467827e-01,2.530094e+00,1.057878e+00,5.363838e+00
8.804091e+02,2.272144e-02,7.698960e-01,7.504236e-01,2.473930e-01,2.436290e+00,1.043033e+00,5.644691e+00
8.804374e+02,2.223229e-02,9.677254e-01,-4.394635e-01,2.471829e-01,2.550134e+00,1.044910e+00,5.285753e+00
8.802155e+02,2.231080e-02,5.767084e-01,-1.343899e+00,2.471738e-01,2.554492e+00,1.035144e+00,5.235878e+00
8.795531e+02,2.210570e-02,-2.443289e-01,4.203621e-01,2.469501e-01,2.555765e+00,1.054474e+00,5.259180e+00
8.802104e+02,2.255591e-02,-1.637641e-01,5.460892e-01,2.472753e-01,2.472567e+00,1.044541e+00,5.506150e+00
8.794072e+02,2.246793e-02,-4.275644e-01,1.090472e+00,2.470741e-01,2.477738e+00,1.051637e+00,5.491279e+00
8.795217e+02,2.234454e-02,2.634741e+00,-9.363213e-01,2.470588e-01,2.535401e+00,1.038649e+00,5.351209e+00
8.787439e+02,2.209798e-02,5.559120e-01,-9.064311e-01,2.467809e-01,2.580554e+00,1.043548e+00,5.169200e+00
8.796382e+02,2.233160e-02,-4.638004e-01,4.599003e-01,2.470590e-01,2.515555e+00,1.049079e+00,5.371009e+00
8.794362e+02,2.213179e-02,4.654968e-01,-7.116699e-02,2.469369e-01,2.562677e+00,1.050149e+00,5.246342e+00
8.786184e+02,2.251935e-02,-1.010869e+00,-1.885762e+00,2.469319e-01,2.531191e+00,1.024395e+00,5.242730e+00
8.793693e+02,2.242138e-02,1.504507e+00,3.751082e-01,2.470542e-01,2.493053e+00,1.046923e+00,5.475334e+00
8.793522e+02,2.231432e-02,-6.610691e-01,-1.852423e+00,2.469953e-01,2.564790e+00,1.029972e+00,5.161440e+00
8.804785e+02,2.193454e-02,5.010854e-01,-9.452566e-01,2.470607e-01,2.614927e+00,1.047985e+00,5.081269e+00
8.799365e+02,2.215249e-02,1.065978e+00,1.351681e+00,2.470602e-01,2.529164e+00,1.062631e+00,5.395050e+00
8.794069e+02,2.240316e-02,3.847685e-01,1.824879e+00,2.470522e-01,2.469040e+00,1.059692e+00,5.563647e+00
8.795493e+02,2.248193e-02,9.446999e-02,-1.215656e+00,2.471029e-01,2.517720e+00,1.031295e+00,5.322421e+00
8.794265e+02,2.246638e-02,1.080208e-02,-3.293915e-01,2.470781e-01,2.505955e+00,1.039307e+00,5.380510e+00
8.792783e+02,2.206120e-02,-5.644110e-02,4.262252e-02,2.468734e-01,2.577034e+00,1.052890e+00,5.199040e+00
8.787505e+02,2.234523e-02,-5.766985e-01,1.781227e+00,2.468897e-01,2.484274e+00,1.060463e+00,5.483524e+00
8.793094e+02,2.245233e-02,-4.494834e-01,-4.928689e-01,2.470515e-01,2.509099e+00,1.037617e+00,5.355316e+00
8.789523e+02,2.205125e-02,1.479590e+00,-4.768840e-01,2.468065e-01,2.579862e+00,1.049292e+00,5.205061e+00
8.786498e+02,2.229881e-02,-1.085366e-01,1.548726e+00,2.468474e-01,2.499360e+00,1.059870e+00,5.449006e+00
8.797067e+02,2.234108e-02,-7.857963e-01,-3.747892e-01,2.470859e-01,2.531747e+00,1.041755e+00,5.290760e+00
8.796348e+02,2.225489e-02,-5.162976e-01,7.222017e-01,2.470276e-01,2.524768e+00,1.053367e+00,5.350065e+00
8.783280e+02,2.202218e-02,1.100371e+00,-1.477143e+00,2.466618e-01,2.607962e+00,1.041370e+00,5.093206e+00
8.793264e+02,2.225115e-02,6.756066e-01,-1.712327e-01,2.469597e-01,2.539464e+00,1.046210e+00,5.312166e+00
8.799974e+02,2.225090e-02,5.603292e-01,-1.659597e+00,2.471040e-01,2.573910e+00,1.034236e+00,5.177618e+00
8.800355e+02,2.227779e-02,-2.575212e-01,-1.055434e+00,2.471220e-01,2.556935e+00,1.037790e+00,5.220996e+00
8.800155e+02,2.221548e-02,5.733625e-01,8.392014e-01,2.470977e-01,2.525143e+00,1.056055e+00,5.375491e+00
8.794233e+02,2.223355e-02,-6.435611e-01,-4.990539e-02,2.469699e-01,2.543486e+00,1.046949e+00,5.271904e+00
8.788930e+02,2.229404e-02,-2.596140e-01,-3.191057e-01,2.468938e-01,2.535661e+00,1.043239e+00,5.290202e+00
8.787498e+02,2.236637e-02,9.698045e-01,-7.487496e-01,2.468991e-01,2.528264e+00,1.038523e+00,5.326311e+00
8.796068e+02,2.225434e-02,8.742777e-01,-2.206561e-01,2.470290e-01,2.540641e+00,1.046190e+00,5.307095e+00
8.796276e+02,2.223855e-02,-9.819098e-01,3.011132e-01,2.470157e-01,2.536518e+00,1.049986e+00,5.288189e+00
8.801724e+02,2.231385e-02,-8.555265e-01,9.829162e-01,2.471663e-01,2.510561e+00,1.054277e+00,5.391898e+00
8.800600e+02,2.201186e-02,1.087022e-01,-2.625147e+00,2.470139e-01,2.637108e+00,1.032203e+00,4.970831e+00
8.793207e+02,2.237156e-02,1.726132e+00,-8.317612e-01,2.470257e-01,2.528605e+00,1.038347e+00,5.344345e+00
8.786535e+02,2.229992e-02,-1.915565e+00,1.590962e-01,2.468469e-01,2.529572e+00,1.046411e+00,5.278150e+00
8.792085e+02,2.230595e-02,2.783329e-01,-9.886312e-02,2.469583e-01,2.527406e+00,1.045257e+00,5.331594e+00
8.795303e+02,2.244411e-02,-1.376043e+00,4.033762e-01,2.470874e-01,2.496721e+00,1.045170e+00,5.395454e+00
8.792788e+02,2.200708e-02,-6.343310e-01,2.675403e-01,2.468412e-01,2.581795e+00,1.055709e+00,5.176304e+00
8.790533e+02,2.200392e-02,-3.644284e-01,-3.048679e-01,2.467980e-01,2.590857e+00,1.050779e+00,5.137250e+00
8.795517e+02,2.234107e-02,-4.205083e-01,-5.268532e-01,2.470529e-01,2.533823e+00,1.040839e+00,5.283407e+00
8.790976e+02,2.229893e-02,-5.337959e-01,-2.455015e-01,2.469378e-01,2.538980e+00,1.044033e+00,5.282118e+00
8.790232e+02,2.232553e-02,7.207060e-03,1.148742e+00,2.469387e-01,2.501881e+00,1.055752e+00,5.433886e+00
8.795869e+02,2.223068e-02,-5.352556e-01,-7.320079e-01,2.469989e-01,2.558345e+00,1.041444e+00,5.214751e+00
8.791588e+02,2.239965e-02,-1.462457e+00,-6.280672e-02,2.469874e-01,2.512519e+00,1.042210e+00,5.330090e+00
8.795465e+02,2.243990e-02,7.798696e-01,1.833422e-01,2.470916e-01,2.497514e+00,1.044580e+00,5.440379e+00
8.795639e+02,2.237260e-02,7.528722e-01,1.560351e+00,2.470675e-01,2.482099e+00,1.058397e+00,5.528771e+00
8.787163e+02,2.226088e-02,8.431743e-01,-3.003083e-01,2.468456e-01,2.543337e+00,1.045275e+00,5.297754e+00
8.791113e+02,2.198385e-02,-1.540734e+00,9.588067e-01,2.467927e-01,2.570397e+00,1.061632e+00,5.195657e+00
8.802627e+02,2.241539e-02,2.989182e-01,1.231979e+00,2.472393e-01,2.483214e+00,1.054150e+00,5.512031e+00
8.787028e+02,2.248326e-02,6.759789e-01,-6.375426e-02,2.469418e-01,2.495288e+00,1.041551e+00,5.432053e+00
8.781300e+02,2.239668e-02,-1.031202e+00,-2.107190e-01,2.467728e-01,2.519395e+00,1.041476e+00,5.319191e+00
8.782829e+02,2.216805e-02,9.173248e-03,-3.290537e-01,2.467072e-01,2.559770e+00,1.046891e+00,5.221974e+00
8.794175e+02,2.240107e-02,-1.162666e-01,-2.558231e-01,2.470477e-01,2.514262e+00,1.041546e+00,5.353015e+00
8.794186e+02,2.242908e-02,1.842151e+00,8.542399e-01,2.470718e-01,2.483074e+00,1.051465e+00,5.529404e+00
8.793294e+02,2.253382e-02,1.924496e+00,2.310100e-01,2.470934e-01,2.477123e+00,1.043186e+00,5.533754e+00
8.801285e+02,2.216858e-02,-1.664356e+00,2.352897e-01,2.470896e-01,2.552467e+00,1.050819e+00,5.228416e+00
8.777963e+02,2.226603e-02,2.493927e+00,-1.125224e+00,2.466619e-01,2.550242e+00,1.038707e+00,5.288987e+00
8.796376e+02,2.241209e-02,-9.152257e-01,-9.674901e-01,2.470917e-01,2.532049e+00,1.035014e+00,5.268158e+00
8.803369e+02,2.230861e-02,9.806733e-01,2.143447e+00,2.472062e-01,2.483796e+00,1.065657e+00,5.553240e+00
8.787233e+02,2.213240e-02,9.704980e-01,-1.778257e-01,2.467943e-01,2.558811e+00,1.049246e+00,5.256607e+00
8.791721e+02,2.236219e-02,-9.956902e-01,-7.747720e-01,2.469794e-01,2.536781e+00,1.037583e+00,5.261297e+00
8.789483e+02,2.238680e-02,4.932678e-01,1.431099e+00,2.469463e-01,2.482681e+00,1.056794e+00,5.511738e+00
8.788634e+02,2.231319e-02,-1.075337e-01,2.818085e-01,2.469012e-01,2.519242e+00,1.047987e+00,5.356090e+00
8.792042e+02,2.233294e-02,5.543300e-01,5.781549e-01,2.469773e-01,2.508147e+00,1.050338e+00,5.417424e+00
8.802565e+02,2.226119e-02,2.306723e-01,-1.380471e-01,2.471640e-01,2.537395e+00,1.046217e+00,5.305486e+00
8.805024e+02,2.252174e-02,1.196339e+00,-3.186731e-01,2.473300e-01,2.494093e+00,1.038710e+00,5.457018e+00
8.791984e+02,2.216490e-02,7.539954e-02,-1.695864e-01,2.469021e-01,2.557359e+00,1.048297e+00,5.240900e+00
8.805430e+02,2.221190e-02,-1.678741e-01,-1.382738e+00,2.472009e-01,2.573019e+00,1.036793e+00,5.166234e+00
8.794213e+02,2.230165e-02,1.096064e+00,-8.792741e-02,2.470035e-01,2.528975e+00,1.046057e+00,5.354426e+00
8.804522e+02,2.243184e-02,5.803960e-01,2.960331e-01,2.472788e-01,2.498141e+00,1.046095e+00,5.440708e+00
8.793440e+02,2.207539e-02,7.318134e-01,1.850463e+00,2.469010e-01,2.530969e+00,1.068585e+00,5.390520e+00
8.794786e+02,2.210346e-02,-6.645867e-01,8.599907e-02,2.469239e-01,2.568716e+00,1.051719e+00,5.208713e+00
8.796193e+02,2.199434e-02,-1.045263e+00,-2.334177e+00,2.469097e-01,2.635185e+00,1.034056e+00,4.953269e+00
8.813073e+02,2.230490e-02,-5.677221e-01,-9.398543e-02,2.473953e-01,2.536667e+00,1.045485e+00,5.300962e+00
8.799108e+02,2.213225e-02,-6.208214e-01,2.739504e+00,2.470403e-01,2.507764e+00,1.074592e+00,5.458562e+00
8.789756e+02,2.224232e-02,7.861993e-01,8.663662e-01,2.468904e-01,2.518845e+00,1.055304e+00,5.399662e+00
8.799814e+02,2.239921e-02,9.759841e-01,-8.108889e-01,2.471629e-01,2.528279e+00,1.037793e+00,5.333854e+00
8.791829e+02,2.220377e-02,-1.551303e-01,5.911065e-01,2.469137e-01,2.532668e+00,1.053424e+00,5.326992e+00
8.791061e+02,2.233469e-02,1.430919e+00,-7.420134e-01,2.469589e-01,2.534865e+00,1.039693e+00,5.324939e+00
8.799452e+02,2.225510e-02,1.368469e+00,-1.353808e+00,2.470942e-01,2.562222e+00,1.036898e+00,5.229825e+00
8.794187e+02,2.240082e-02,2.433989e-01,-3.483694e-01,2.470481e-01,2.518119e+00,1.041126e+00,5.351496e+00
8.795671e+02,2.237127e-02,-8.218918e-01,9.152644e-02,2.470642e-01,2.515938e+00,1.044896e+00,5.342936e+00
8.794084e+02,2.219621e-02,1.575377e+00,-1.872156e+00,2.469635e-01,2.582513e+00,1.034036e+00,5.167761e+00
8.796019e+02,2.227470e-02,-6.101735e-02,-1.149159e+00,2.470312e-01,2.557315e+00,1.037205e+00,5.214904e+00
8.796550e+02,2.245656e-02,1.261652e-01,1.033556e-02,2.471201e-01,2.499644e+00,1.042614e+00,5.413495e+00
8.782378e+02,2.235901e-02,-3.396050e-01,-4.081732e-01,2.467837e-01,2.526895e+00,1.040985e+00,5.305713e+00
8.797999e+02,2.209046e-02,-8.897903e-01,3.948113e-01,2.469872e-01,2.563551e+00,1.054342e+00,5.227476e+00
8.788108e+02,2.239834e-02,-1.468639e+00,-1.214668e+00,2.469174e-01,2.538800e+00,1.032715e+00,5.226628e+00
8.785346e+02,2.213731e-02,6.328683e-01,7.141137e-01,2.467527e-01,2.541977e+00,1.056728e+00,5.321779e+00
8.793650e+02,2.251188e-02,-7.834011e-01,-1.183759e+00,2.470809e-01,2.517963e+00,1.030622e+00,5.308884e+00
8.794504e+02,2.245361e-02,3.059531e+00,1.642734e+00,2.470978e-01,2.460654e+00,1.058358e+00,5.654657e+00
8.789839e+02,2.234348e-02,-1.086074e+00,-1.715758e+00,2.469200e-01,2.554620e+00,1.029931e+00,5.174099e+00
8.798986e+02,2.232358e-02,-1.257382e+00,-1.092554e+00,2.471025e-01,2.554182e+00,1.036036e+00,5.202808e+00
8.785947e+02,2.226865e-02,5.101387e-01,4.173708e-01,2.468169e-01,2.527454e+00,1.050874e+00,5.357236e+00
8.791558e+02,2.240178e-02,1.529313e+00,1.664233e+00,2.470033e-01,2.473503e+00,1.059327e+00,5.570953e+00
8.790491e+02,2.224438e-02,6.458966e-02,3.150430e-01,2.469044e-01,2.533044e+00,1.050283e+00,5.324512e+00
8.793720e+02,2.233534e-02,5.722424e-01,5.628579e-01,2.470106e-01,2.512458e+00,1.050823e+00,5.406269e+00
8.795673e+02,2.243079e-02,-1.843547e+00,1.753690e-02,2.470846e-01,2.510193e+00,1.042126e+00,5.339299e+00
8.787953e+02,2.221573e-02,-6.775115e-01,-1.026398e+00,2.468360e-01,2.566681e+00,1.039244e+00,5.171825e+00
8.798346e+02,2.220757e-02,-1.073616e+00,-4.901383e-01,2.470448e-01,2.557874e+00,1.043893e+00,5.204268e+00
8.794378e+02,2.212085e-02,-1.895046e+00,-1.211910e+00,2.469174e-01,2.591492e+00,1.039624e+00,5.073924e+00
8.782648e+02,2.214033e-02,1.169802e-01,-1.278710e+00,2.466944e-01,2.582801e+00,1.039273e+00,5.138290e+00
8.782248e+02,2.202574e-02,-2.242828e+00,4.017489e-01,2.466288e-01,2.578043e+00,1.055390e+00,5.142147e+00
8.793926e+02,2.240947e-02,-1.322196e+00,-1.123178e+00,2.470325e-01,2.537934e+00,1.033498e+00,5.239746e+00
8.792674e+02,2.257134e-02,-5.371938e-01,3.195540e-01,2.470833e-01,2.473982e+00,1.041904e+00,5.479421e+00
8.793379e+02,2.251380e-02,-8.312858e-01,-1.301823e+00,2.470774e-01,2.517996e+00,1.029451e+00,5.297763e+00
8.793832e+02,2.205609e-02,3.964085e-01,2.963830e-01,2.468957e-01,2.567356e+00,1.055197e+00,5.239652e+00
8.795353e+02,2.240873e-02,3.055802e-01,-4.886826e-01,2.470720e-01,2.515463e+00,1.039288e+00,5.355206e+00
8.799686e+02,2.251332e-02,8.937987e-01,1.406616e+00,2.472183e-01,2.460007e+00,1.053675e+00,5.595020e+00
8.787333e+02,2.223148e-02,7.523837e-01,3.237189e-01,2.468358e-01,2.533172e+00,1.051051e+00,5.340656e+00
8.786968e+02,2.231522e-02,1.140813e+00,1.235783e+00,2.468735e-01,2.497040e+00,1.057158e+00,5.477013e+00
